"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Blattodea&show=acconly"
"Access Time","Wed 2017-03-08 23:30:50 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Blattodea"
"","timerule","major"
"","taxon_status","all"
"","show","acconly"
"Elapsed Time","0.177"
"Records Found","2578"
"Records Returned","2578"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1109464","occ","","","140454","Kashmiroblatta","genus","236685","Artinskian","","290.1","279.3","45462"
"1109466","occ","","","140455","Phyloblatta (Phyloblatta) xiangningensis","species","261248","Sakmarian","","295.5","290.1","45465"
"1109467","occ","","","140455","Phyloblatta (Carbonoblatta) sinica","species","261250","Sakmarian","","295.5","290.1","45465"
"1109468","occ","","","140455","Metaxyblatta gancaoshanensis","species","261251","Sakmarian","","295.5","290.1","45465"
"1109469","occ","","","140455","Shanxiblatta suni","species","261253","Sakmarian","","295.5","290.1","45465"
"1109470","occ","","","140455","Shanxiblatta striata","species","261254","Sakmarian","","295.5","290.1","45465"
"1109471","occ","","","140455","Paucineura hsui","species","261257","Sakmarian","","295.5","290.1","45465"
"1109473","occ","","","140457","Hsuopterites rotundus","species","261262","Sakmarian","","295.5","290.1","45466"
"1109477","occ","","","140458","Phyloblatta (Phyloblatta) rara","species","261269","Artinskian","","290.1","279.3","45467"
"1109478","occ","","","140458","Sardyoblatta (Bifurciblatta) pectinata","species","261276","Artinskian","","290.1","279.3","45467"
"1109578","occ","","","138882","Mastotermes electromexicus","species","261456","Early Miocene","","23.03","15.97","5091"
"1109579","occ","","","140210","Mastotermes electromexicus","species","261456","Early Miocene","","23.03","15.97","5091"
"1109580","occ","","","140209","Mastotermes electromexicus","species","261456","Early Miocene","","23.03","15.97","5091"
"1109582","occ","","","140478","Mastotermes electromexicus","species","261456","Early Miocene","","23.03","15.97","5091"
"1109583","occ","","","138881","Mastotermes electromexicus","species","261456","Early Miocene","","23.03","15.97","5091"
"1109584","occ","","","140212","Mastotermes electromexicus","species","261456","Early Miocene","","23.03","15.97","5091"
"1109585","occ","","","140218","Mastotermes electromexicus","species","261456","Early Miocene","","23.03","15.97","5091"
"1109586","occ","","","124467","Mastotermes electromexicus","species","261456","Early Miocene","","23.03","15.97","5091"
"1109587","occ","","","122982","Constrictotermes electroconstrictus","species","261458","Burdigalian","Langhian","20.44","13.82","5877"
"1109588","occ","","","123422","Constrictotermes electroconstrictus","species","261458","Burdigalian","Langhian","20.44","13.82","5877"
"1109589","occ","","","122982","Nasutitermes electronasutus","species","261459","Burdigalian","Langhian","20.44","13.82","5877"
"1109590","occ","","","106432","Nasutitermes electrinus","species","261460","Early Miocene","","23.03","15.97","5877"
"1109591","occ","","","124470","Nasutitermes electrinus","species","261460","Early Miocene","","23.03","15.97","5877"
"1109592","occ","","","140369","Nasutitermes electrinus","species","261460","Early Miocene","","23.03","15.97","5877"
"1110530","occ","","","140652","Parastylotermes washingtonensis","species","261809","Langhian","","15.97","13.82","33328"
"1111564","occ","","","140796","Ulmeriella","genus","205054","Early Miocene","","23.03","15.97","45665"
"1111700","occ","","","140828","Mesoblattinidae","family","56640","Toarcian","","182.7","174.1","45697"
"1112329","occ","","","124282","Mastotermes electrodominicus","species","221743","Burdigalian","Langhian","20.44","13.82","45756"
"1118060","occ","","","127523","Archimylacris woodwardi","species","231426","Westphalian C","","314.6","311.45","48354"
"1118063","occ","","","127292","Archimylacris","genus","179345","Westphalian D","","311.45","306.95","48358"
"1118065","occ","","","141947","Necymylacris sulcata","species","231429","Westphalian A","","318.1","314.6","48358"
"1134865","occ","","","144521","Cryptotermes ryshkoffi","species","267427","Hemingfordian","","20.43","15.97","46712"
"1134866","occ","","","144525","Reticulitermes laurae","species","267429","Hemingfordian","","20.43","15.97","46712"
"1134867","occ","","","144524","Reticulitermes laurae","species","267429","Hemingfordian","","20.43","15.97","46712"
"1134868","occ","29131","","144524","Reticulitermes laurae","species","267429","Hemingfordian","","20.43","15.97","48113"
"1134869","occ","","","144524","Gnathamitermes rousei","species","267435","Hemingfordian","","20.43","15.97","46712"
"1134870","occ","","","144523","Parastylotermes calico","species","267428","Hemingfordian","","20.43","15.97","46712"
"1134871","occ","30018","","144522","Reticulitermes laurae","species","267429","Hemingfordian","","20.43","15.97","51528"
"1139503","occ","","","145193","Chilgatermes diamatensis","species","269326","Chattian","","28.1","23.03","46954"
"1143778","occ","","","113893","Ulmeriella pliocenica","species","270251","Turolian","","8.7","5.333","47079"
"1143779","occ","","","127415","Oligokalotermes fischeri","species","270254","Chattian","","28.1","23.03","47079"
"1145523","occ","","","130150","Phyloblatta gigantea","species","270553","Asselian","","298.9","295.5","47165"
"1145524","occ","","","138348","Archimylacridae","family","191946","Stephanian","","306.95","298.9","47165"
"1146649","occ","","","146100","Ulmeriella latahensis","species","208675","Langhian","","15.97","13.82","47196"
"1146885","occ","","","146166","Blattoidea lobata","species","271093","Westphalian","","318.1","306.95","47218"
"1146886","occ","","","125543","Archimylacridae pelzi","species","271092","Westphalian D","","311.45","306.95","47218"
"1146887","occ","","","146167","Apophthegma sterzeli","species","271089","Westphalian D","","311.45","306.95","47218"
"1146888","occ","","","146167","Apophthegma anale","species","271090","Westphalian D","","311.45","306.95","47218"
"1146889","occ","","","146167","Apophthegma saxonicum","species","271091","Westphalian D","","311.45","306.95","47218"
"1146890","occ","","","105063","Kunguroblattina minima","species","236684","Kungurian","","279.3","272.3","47219"
"1146891","occ","","","113379","Kunguroblattina arcuata","species","236683","Kungurian","","279.3","272.3","47219"
"1146892","occ","","","124241","Kunguroblattina arcuata","species","236683","Kungurian","","279.3","272.3","47219"
"1146893","occ","","","108206","Kunguroblattina arcuata","species","236683","Kungurian","","279.3","272.3","47219"
"1146894","occ","","","113380","Kunguroblattina microdictya","species","271097","Kungurian","","279.3","272.3","47219"
"1146895","occ","","","113379","Kunguroblattina microdictya","species","271097","Kungurian","","279.3","272.3","47219"
"1146981","occ","","","146185","Kunguroblattina arcuata","species","236683","Kungurian","","279.3","272.3","47763"
"1146982","occ","","","146186","Kunguroblattina elongata","species","236682","Kungurian","","279.3","272.3","47219"
"1146983","occ","","","146186","Kunguroblattina latimarginata","species","271098","Kungurian","","279.3","272.3","47219"
"1146984","occ","","","146186","Kunguroblattina minima","species","236684","Kungurian","","279.3","272.3","47219"
"1146985","occ","","","146187","Kunguroblattina minima","species","236684","Kungurian","","279.3","272.3","47219"
"1147510","occ","","","146278","Sysciophlebia","genus","212495","Asselian","","298.9","295.5","47254"
"1147511","occ","","","146278","Sysciophlebia","genus","212495","Asselian","","298.9","295.5","47254"
"1147512","occ","","","146278","Sysciophlebia","genus","212495","Asselian","","298.9","295.5","47254"
"1147513","occ","","","146279","Aissoblatta concina","species","271130","Changhsingian","","254.17","252.17","47256"
"1147514","occ","","","146280","Cubitoblatta fidelis","species","271129","Changhsingian","","254.17","252.17","47256"
"1147516","occ","","","146282","Anusoblatta recta","species","236905","Ladinian","","242","237","47256"
"1147517","occ","","","146282","Subioblatta tongchuanensis","species","236903","Ladinian","","242","237","47256"
"1147518","occ","","","146283","Triassoblatta tudupinensis","species","271141","Triassic","","252.17","201.3","47256"
"1147519","occ","","","146283","Taublatta simplina","species","271131","Triassic","","252.17","201.3","47256"
"1147520","occ","","","146284","Samaroblatta frondoidis","species","271132","Middle Jurassic","","174.1","163.5","47256"
"1147521","occ","","","146285","Taublatta deradialis","species","271133","Rhaetian","","208.5","201.3","47256"
"1147522","occ","","","146286","Taublatta ninghuaensis","species","271134","Middle Jurassic","","174.1","163.5","47256"
"1147523","occ","","","151518","Rhipidoblattina decoris","species","271137","Late Barremian","","130","125.45","47256"
"1147524","occ","","","151518","Liadoblattina laternoforma","species","271138","Late Barremian","","130","125.45","47256"
"1147754","occ","","","124587","Ungoneurites paucinervis","species","271157","Gzhelian","","303.7","298.9","47273"
"1149526","occ","","","117610","Colorifuzia agenora","species","272491","Callovian","Oxfordian","166.1","157.3","47416"
"1151697","occ","","","113003","Archimylacridae","family","191946","Kasimovian","","307","303.7","47322"
"1151698","occ","","","113003","Sellardsula radialis","species","271893","Kasimovian","","307","303.7","47322"
"1151700","occ","","","21979","Permoblattina permiana","species","190272","Artinskian","","290.1","279.3","47322"
"1151701","occ","","","21979","Permoblattina curta","species","176684","Artinskian","","290.1","279.3","47322"
"1151702","occ","","","21979","Permoblattina curta","species","176684","Artinskian","","290.1","279.3","47322"
"1151703","occ","","","113003","Etoblattina obscura","species","271895","Kasimovian","","307","303.7","47322"
"1151704","occ","","","113003","Phyloblatta savagei","species","272983","Kasimovian","","307","303.7","47322"
"1151705","occ","","","113003","Phyloblatta brevicubitalis","species","272984","Kasimovian","","307","303.7","47322"
"1151706","occ","","","113003","Etoblattina fulva","species","273046","Kasimovian","","307","303.7","47322"
"1151707","occ","","","113003","Archimylacridae","family","191946","Kasimovian","","307","303.7","47322"
"1151708","occ","","","113003","Blattodea","order","170227","Kasimovian","","307","303.7","47322"
"1151709","occ","","","113003","Spiloblattina lawrenceana","species","236042","Kasimovian","","307","303.7","47322"
"1151710","occ","","","113003","Spiloblattina lawrenceana","species","236042","Kasimovian","","307","303.7","47322"
"1151711","occ","","","113003","Spiloblattinidae","family","176682","Kasimovian","","307","303.7","47322"
"1151712","occ","","","113003","Blattodea","order","170227","Kasimovian","","307","303.7","47322"
"1151715","occ","","","147044","Etoblattina obscura","species","271895","Kasimovian","","307","303.7","47322"
"1151716","occ","","","147044","Phyloblatta brevicubitalis","species","272984","Kasimovian","","307","303.7","47322"
"1151717","occ","","","147044","Dictyomylacris multinervis","species","192210","Kasimovian","","307","303.7","47322"
"1151719","occ","29596","","147045","Phyloblatta lugubris","species","288119","Kasimovian","","307","303.7","49952"
"1151720","occ","","","147045","Phyloblatta brevicubitalis","species","272984","Kasimovian","","307","303.7","47322"
"1151721","occ","","","147045","Etoblattina fulva","species","273046","Kasimovian","","307","303.7","47322"
"1151722","occ","","","147045","Dictyomylacris multinervis","species","192210","Kasimovian","","307","303.7","47322"
"1151723","occ","","","147045","Blattodea","order","170227","Kasimovian","","307","303.7","47322"
"1151724","occ","29980","","147045","Spiloblattina lawrenceana","species","236042","Kasimovian","","307","303.7","41755"
"1151725","occ","","","21979","Phyloblatta compacta","species","190283","Artinskian","","290.1","279.3","47322"
"1151726","occ","","","21979","Phyloblatta curvata","species","190286","Artinskian","","290.1","279.3","47322"
"1153007","occ","29647","","104008","Nannoblattina brodiei","species","247520","Middle Berriasian","","145","140.2","35209"
"1153013","occ","","","147349","Electrotermes girardi","species","273233","Priabonian","","38","33.9","47505"
"1153014","occ","","","150374","Glyptotermes pusillus","species","200491","Holocene","","0.0117","0","47505"
"1153015","occ","","","150374","Glyptotermes pusillus","species","200491","Holocene","","0.0117","0","47505"
"1153016","occ","","","147349","Reticulitermes antiquus","species","260601","Priabonian","","38","33.9","47505"
"1153017","occ","28862","","147350","Reticulitermes antiquus","species","260601","Priabonian","","38","33.9","47505"
"1153020","occ","29539","","105966","Mesoblattina murchisoni","species","247525","Early Berriasian","","145","140.2","47505"
"1153021","occ","29548","","117342","Mesoblattina ramificata","species","247539","Late Berriasian","","145","140.2","47505"
"1153022","occ","","","147348","Blatta berendti","species","265258","Priabonian","","38","33.9","47505"
